Date,Predicted_Close
2025-11-08,311.2684962985345
2025-11-09,313.0450197144379
2025-11-10,303.7337234278645
2025-11-11,301.5923691589895
2025-11-12,302.69546784668523
2025-11-13,308.15233908263525
2025-11-14,320.3344467509625
