Date,Predicted_High,Predicted_Low
2025-11-08,317.8301969562285,308.7856254373751
2025-11-09,314.9316313626932,305.88761841944824
2025-11-10,312.59960999874284,303.561142368786
2025-11-11,310.7037767002744,301.68312953080067
2025-11-12,309.14894771018317,300.15848625052104
2025-11-13,307.86506793775925,298.91413247816445
2025-11-14,306.8000065062929,297.8934983678396
